Java HotSpot(TM) 64-Bit Server VM (25.271-b09) for bsd-amd64 JRE (1.8.0_271-b09), built on Sep 16 2020 16:54:38 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(1085632k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=8589934592 -XX:MaxHeapSize=8589934592 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
2021-01-19T13:38:15.485-0800: 1.244: [GC (Allocation Failure) [PSYoungGen: 2097664K->333278K(2446848K)] 2097664K->333286K(8039424K), 0.1553360 secs] [Times: user=0.17 sys=0.36, real=0.16 secs] 
2021-01-19T13:46:25.507-0800: 491.272: [GC (Allocation Failure) [PSYoungGen: 2401258K->321069K(2437632K)] 3275000K->1238629K(8030208K), 0.0448997 secs] [Times: user=0.27 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:25.860-0800: 491.625: [GC (Allocation Failure) [PSYoungGen: 2402349K->322671K(2444800K)] 3319909K->1285086K(8037376K), 0.0395487 secs] [Times: user=0.28 sys=0.00, real=0.04 secs] 
2021-01-19T13:46:26.183-0800: 491.947: [GC (Allocation Failure) [PSYoungGen: 2413679K->338644K(2442240K)] 3376094K->1342625K(8034816K), 0.0457401 secs] [Times: user=0.32 sys=0.01, real=0.04 secs] 
2021-01-19T13:46:26.511-0800: 492.276: [GC (Allocation Failure) [PSYoungGen: 2429652K->320216K(2443776K)] 3433633K->1367413K(8036352K), 0.0436633 secs] [Times: user=0.30 sys=0.00, real=0.04 secs] 
2021-01-19T13:46:26.846-0800: 492.611: [GC (Allocation Failure) [PSYoungGen: 2410200K->328174K(2442240K)] 3457397K->1418811K(8034816K), 0.0451171 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:27.165-0800: 492.930: [GC (Allocation Failure) [PSYoungGen: 2418158K->332418K(2445312K)] 3508795K->1471449K(8037888K), 0.0465410 secs] [Times: user=0.31 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:27.490-0800: 493.255: [GC (Allocation Failure) [PSYoungGen: 2427010K->317050K(2445312K)] 3566041K->1494776K(8037888K), 0.0417828 secs] [Times: user=0.24 sys=0.00, real=0.04 secs] 
2021-01-19T13:46:27.806-0800: 493.571: [GC (Allocation Failure) [PSYoungGen: 2411642K->336024K(2443264K)] 3589368K->1555790K(8035840K), 0.0409471 secs] [Times: user=0.29 sys=0.01, real=0.04 secs] 
2021-01-19T13:46:28.135-0800: 493.900: [GC (Allocation Failure) [PSYoungGen: 2429592K->318679K(2444800K)] 3649358K->1586056K(8037376K), 0.0397588 secs] [Times: user=0.28 sys=0.00, real=0.04 secs] 
2021-01-19T13:46:28.445-0800: 494.210: [GC (Allocation Failure) [PSYoungGen: 2412247K->334289K(2444800K)] 3679624K->1646899K(8037376K), 0.0454787 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:28.769-0800: 494.533: [GC (Allocation Failure) [PSYoungGen: 2428881K->315772K(2445312K)] 3741491K->1667424K(8037888K), 0.0447753 secs] [Times: user=0.26 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:29.096-0800: 494.861: [GC (Allocation Failure) [PSYoungGen: 2410364K->317766K(2446848K)] 3762016K->1717851K(8039424K), 0.0452207 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:29.425-0800: 495.190: [GC (Allocation Failure) [PSYoungGen: 2414406K->326045K(2445824K)] 3814491K->1768392K(8038400K), 0.0476935 secs] [Times: user=0.27 sys=0.02, real=0.05 secs] 
2021-01-19T13:46:29.762-0800: 495.527: [GC (Allocation Failure) [PSYoungGen: 2422685K->310956K(2448896K)] 3865032K->1799434K(8041472K), 0.0454642 secs] [Times: user=0.26 sys=0.01, real=0.04 secs] 
2021-01-19T13:46:30.097-0800: 495.862: [GC (Allocation Failure) [PSYoungGen: 2412716K->328126K(2448896K)] 3901194K->1860324K(8041472K), 0.0463091 secs] [Times: user=0.28 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:30.444-0800: 496.208: [GC (Allocation Failure) [PSYoungGen: 2429886K->341658K(2440192K)] 3962084K->1917519K(8032768K), 0.0468586 secs] [Times: user=0.33 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:30.779-0800: 496.544: [GC (Allocation Failure) [PSYoungGen: 2435226K->316723K(2444800K)] 4011087K->1938564K(8037376K), 0.0462653 secs] [Times: user=0.28 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:31.123-0800: 496.888: [GC (Allocation Failure) [PSYoungGen: 2410291K->301111K(2442752K)] 4032132K->1971767K(8035328K), 0.0429966 secs] [Times: user=0.29 sys=0.00, real=0.04 secs] 
2021-01-19T13:46:31.446-0800: 497.210: [GC (Allocation Failure) [PSYoungGen: 2393655K->337989K(2430976K)] 4064311K->2049130K(8023552K), 0.0454928 secs] [Times: user=0.27 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:31.747-0800: 497.512: [GC (Allocation Failure) [PSYoungGen: 2430533K->321086K(2444288K)] 4141674K->2083822K(8036864K), 0.0439306 secs] [Times: user=0.27 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:32.053-0800: 497.818: [GC (Allocation Failure) [PSYoungGen: 2411070K->312790K(2441728K)] 4173806K->2118574K(8034304K), 0.0420554 secs] [Times: user=0.25 sys=0.01, real=0.04 secs] 
2021-01-19T13:46:32.364-0800: 498.129: [GC (Allocation Failure) [PSYoungGen: 2402774K->335727K(2440704K)] 4208558K->2182480K(8033280K), 0.0460012 secs] [Times: user=0.25 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:32.687-0800: 498.452: [GC (Allocation Failure) [PSYoungGen: 2425199K->332927K(2442752K)] 4271952K->2226626K(8035328K), 0.0479674 secs] [Times: user=0.27 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:33.027-0800: 498.791: [GC (Allocation Failure) [PSYoungGen: 2422399K->320469K(2444800K)] 4316098K->2272258K(8037376K), 0.0463921 secs] [Times: user=0.31 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:33.359-0800: 499.124: [GC (Allocation Failure) [PSYoungGen: 2411989K->334307K(2442752K)] 4363778K->2331841K(8035328K), 0.0465550 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:33.668-0800: 499.433: [GC (Allocation Failure) [PSYoungGen: 2425827K->331076K(2444288K)] 4423361K->2375461K(8036864K), 0.0464929 secs] [Times: user=0.32 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:34.005-0800: 499.770: [GC (Allocation Failure) [PSYoungGen: 2423108K->312633K(2443776K)] 4467493K->2398449K(8036352K), 0.0401592 secs] [Times: user=0.26 sys=0.00, real=0.04 secs] 
2021-01-19T13:46:34.309-0800: 500.074: [GC (Allocation Failure) [PSYoungGen: 2404665K->312500K(2445312K)] 4490481K->2441029K(8037888K), 0.0420795 secs] [Times: user=0.26 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:34.617-0800: 500.382: [GC (Allocation Failure) [PSYoungGen: 2406068K->330916K(2444288K)] 4534597K->2496897K(8036864K), 0.0478320 secs] [Times: user=0.28 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:34.945-0800: 500.710: [GC (Allocation Failure) [PSYoungGen: 2424484K->329022K(2445824K)] 4590465K->2545263K(8038400K), 0.0474467 secs] [Times: user=0.30 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:35.279-0800: 501.044: [GC (Allocation Failure) [PSYoungGen: 2424126K->333710K(2445312K)] 4640367K->2590110K(8037888K), 0.0461056 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:35.620-0800: 501.385: [GC (Allocation Failure) [PSYoungGen: 2428814K->327035K(2446848K)] 4685214K->2636040K(8039424K), 0.0474632 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:46:35.942-0800: 501.707: [GC (Allocation Failure) [PSYoungGen: 2423163K->310156K(2445312K)] 4732168K->2661006K(8037888K), 0.0460364 secs] [Times: user=0.28 sys=0.01, real=0.04 secs] 
2021-01-19T13:46:36.267-0800: 502.032: [GC (Allocation Failure) [PSYoungGen: 2406284K->322349K(2448896K)] 4757134K->2717936K(8041472K), 0.0482576 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:36.607-0800: 502.372: [GC (Allocation Failure) [PSYoungGen: 2422061K->315099K(2446848K)] 4817648K->2751962K(8039424K), 0.0410352 secs] [Times: user=0.28 sys=0.00, real=0.04 secs] 
2021-01-19T13:46:36.918-0800: 502.683: [GC (Allocation Failure) [PSYoungGen: 2414811K->330116K(2448896K)] 4851674K->2811919K(8041472K), 0.0482607 secs] [Times: user=0.32 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:37.255-0800: 503.020: [GC (Allocation Failure) [PSYoungGen: 2432900K->325353K(2449408K)] 4914703K->2849530K(8041984K), 0.0472644 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:37.579-0800: 503.343: [GC (Allocation Failure) [PSYoungGen: 2428137K->335497K(2446848K)] 4952314K->2901780K(8039424K), 0.0488595 secs] [Times: user=0.33 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:37.913-0800: 503.677: [GC (Allocation Failure) [PSYoungGen: 2437257K->338929K(2440704K)] 5003540K->2955786K(8033280K), 0.0500639 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:38.257-0800: 504.022: [GC (Allocation Failure) [PSYoungGen: 2440689K->319177K(2446848K)] 5057546K->2984853K(8039424K), 0.0475201 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:38.591-0800: 504.356: [GC (Allocation Failure) [PSYoungGen: 2415817K->325297K(2445824K)] 5081493K->3037717K(8038400K), 0.0482208 secs] [Times: user=0.35 sys=0.00, real=0.04 secs] 
2021-01-19T13:46:38.918-0800: 504.683: [GC (Allocation Failure) [PSYoungGen: 2421937K->316948K(2449920K)] 5134357K->3074901K(8042496K), 0.0482901 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:39.259-0800: 505.024: [GC (Allocation Failure) [PSYoungGen: 2420244K->321350K(2449408K)] 5178197K->3129217K(8041984K), 0.0490099 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:39.602-0800: 505.367: [GC (Allocation Failure) [PSYoungGen: 2424646K->315382K(2451968K)] 5232513K->3172765K(8044544K), 0.0477804 secs] [Times: user=0.30 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:39.947-0800: 505.712: [GC (Allocation Failure) [PSYoungGen: 2422774K->327935K(2451456K)] 5280157K->3226782K(8044032K), 0.0517462 secs] [Times: user=0.29 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:40.291-0800: 506.056: [GC (Allocation Failure) [PSYoungGen: 2435327K->327382K(2452992K)] 5334174K->3273703K(8045568K), 0.0486528 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:40.633-0800: 506.398: [GC (Allocation Failure) [PSYoungGen: 2436822K->316534K(2452480K)] 5383143K->3302096K(8045056K), 0.0483947 secs] [Times: user=0.32 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:40.961-0800: 506.726: [GC (Allocation Failure) [PSYoungGen: 2425974K->320153K(2454528K)] 5411536K->3354831K(8047104K), 0.0484238 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:41.290-0800: 507.055: [GC (Allocation Failure) [PSYoungGen: 2432153K->330404K(2453504K)] 5466831K->3405207K(8046080K), 0.0536028 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:41.638-0800: 507.403: [GC (Allocation Failure) [PSYoungGen: 2442404K->314950K(2454016K)] 5517207K->3440654K(8046592K), 0.0521557 secs] [Times: user=0.27 sys=0.00, real=0.06 secs] 
2021-01-19T13:46:42.054-0800: 507.819: [GC (Allocation Failure) [PSYoungGen: 2426950K->328555K(2454016K)] 5552654K->3496584K(8046592K), 0.0654937 secs] [Times: user=0.22 sys=0.01, real=0.07 secs] 
2021-01-19T13:46:42.466-0800: 508.231: [GC (Allocation Failure) [PSYoungGen: 2440555K->333157K(2450944K)] 5608584K->3555026K(8043520K), 0.0747878 secs] [Times: user=0.26 sys=0.03, real=0.08 secs] 
2021-01-19T13:46:42.873-0800: 508.638: [GC (Allocation Failure) [PSYoungGen: 2442085K->336993K(2446336K)] 5663954K->3602534K(8038912K), 0.1005687 secs] [Times: user=0.19 sys=0.09, real=0.10 secs] 
2021-01-19T13:46:43.270-0800: 509.035: [GC (Allocation Failure) [PSYoungGen: 2445921K->333007K(2448384K)] 5711462K->3647332K(8040960K), 0.0605752 secs] [Times: user=0.21 sys=0.05, real=0.06 secs] 
2021-01-19T13:46:43.796-0800: 509.561: [GC (Allocation Failure) [PSYoungGen: 2434767K->327352K(2448896K)] 5749092K->3684380K(8041472K), 0.0619967 secs] [Times: user=0.21 sys=0.03, real=0.06 secs] 
2021-01-19T13:46:44.202-0800: 509.967: [GC (Allocation Failure) [PSYoungGen: 2429112K->324263K(2451968K)] 5786140K->3724215K(8044544K), 0.0601196 secs] [Times: user=0.17 sys=0.05, real=0.06 secs] 
2021-01-19T13:46:44.567-0800: 510.332: [GC (Allocation Failure) [PSYoungGen: 2430631K->320471K(2450432K)] 5830583K->3759726K(8043008K), 0.0500671 secs] [Times: user=0.19 sys=0.07, real=0.05 secs] 
2021-01-19T13:46:44.960-0800: 510.725: [GC (Allocation Failure) [PSYoungGen: 2426839K->304858K(2448896K)] 5866094K->3786548K(8041472K), 0.0776351 secs] [Times: user=0.14 sys=0.04, real=0.07 secs] 
2021-01-19T13:46:45.467-0800: 511.232: [GC (Allocation Failure) [PSYoungGen: 2410714K->332408K(2438656K)] 5892404K->3859457K(8031232K), 0.0906256 secs] [Times: user=0.16 sys=0.06, real=0.09 secs] 
2021-01-19T13:46:45.929-0800: 511.694: [GC (Allocation Failure) [PSYoungGen: 2438264K->307802K(2448896K)] 5965313K->3871189K(8041472K), 0.0745571 secs] [Times: user=0.18 sys=0.05, real=0.08 secs] 
2021-01-19T13:46:46.289-0800: 512.054: [GC (Allocation Failure) [PSYoungGen: 2410586K->321617K(2449408K)] 5973973K->3925109K(8041984K), 0.0595021 secs] [Times: user=0.19 sys=0.12, real=0.06 secs] 
2021-01-19T13:46:46.666-0800: 512.431: [GC (Allocation Failure) [PSYoungGen: 2424401K->334427K(2447360K)] 6027893K->3983459K(8039936K), 0.0520679 secs] [Times: user=0.25 sys=0.07, real=0.05 secs] 
2021-01-19T13:46:46.978-0800: 512.743: [GC (Allocation Failure) [PSYoungGen: 2437211K->313065K(2449408K)] 6086243K->4002612K(8041984K), 0.0427383 secs] [Times: user=0.25 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:47.294-0800: 513.059: [GC (Allocation Failure) [PSYoungGen: 2415849K->327132K(2450432K)] 6105396K->4052354K(8043008K), 0.0438765 secs] [Times: user=0.23 sys=0.00, real=0.04 secs] 
2021-01-19T13:46:48.007-0800: 513.772: [GC (Allocation Failure) [PSYoungGen: 2430940K->327550K(2449408K)] 6156162K->4096288K(8041984K), 0.0716449 secs] [Times: user=0.17 sys=0.00, real=0.07 secs] 
2021-01-19T13:46:48.393-0800: 514.158: [GC (Allocation Failure) [PSYoungGen: 2431358K->319810K(2452480K)] 6200096K->4139552K(8045056K), 0.0507164 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:48.746-0800: 514.511: [GC (Allocation Failure) [PSYoungGen: 2427202K->309367K(2450944K)] 6246944K->4175358K(8043520K), 0.0492764 secs] [Times: user=0.29 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:49.103-0800: 514.868: [GC (Allocation Failure) [PSYoungGen: 2416759K->325199K(2452992K)] 6282750K->4233845K(8045568K), 0.0535273 secs] [Times: user=0.27 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:49.449-0800: 515.214: [GC (Allocation Failure) [PSYoungGen: 2434127K->314142K(2451968K)] 6342773K->4264069K(8044544K), 0.0524621 secs] [Times: user=0.33 sys=0.01, real=0.06 secs] 
2021-01-19T13:46:49.798-0800: 515.563: [GC (Allocation Failure) [PSYoungGen: 2423070K->317135K(2455040K)] 6372997K->4305201K(8047616K), 0.0495269 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:50.144-0800: 515.909: [GC (Allocation Failure) [PSYoungGen: 2429647K->321992K(2453504K)] 6417713K->4346180K(8046080K), 0.0533882 secs] [Times: user=0.29 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:50.500-0800: 516.265: [GC (Allocation Failure) [PSYoungGen: 2434504K->320675K(2458624K)] 6458692K->4391097K(8051200K), 0.0532759 secs] [Times: user=0.32 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:50.844-0800: 516.609: [GC (Allocation Failure) [PSYoungGen: 2439843K->313030K(2456576K)] 6510265K->4426585K(8049152K), 0.0520292 secs] [Times: user=0.30 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:51.211-0800: 516.976: [GC (Allocation Failure) [PSYoungGen: 2432198K->319060K(2460160K)] 6545753K->4478100K(8052736K), 0.0517098 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:51.546-0800: 517.311: [GC (Allocation Failure) [PSYoungGen: 2441812K->326115K(2458624K)] 6600852K->4523411K(8051200K), 0.0560143 secs] [Times: user=0.28 sys=0.00, real=0.06 secs] 
2021-01-19T13:46:51.933-0800: 517.698: [GC (Allocation Failure) [PSYoungGen: 2448867K->322189K(2460672K)] 6646163K->4563762K(8053248K), 0.0606998 secs] [Times: user=0.26 sys=0.01, real=0.06 secs] 
2021-01-19T13:46:52.321-0800: 518.086: [GC (Allocation Failure) [PSYoungGen: 2446477K->331612K(2456064K)] 6688050K->4614948K(8048640K), 0.0641950 secs] [Times: user=0.19 sys=0.00, real=0.06 secs] 
2021-01-19T13:46:52.676-0800: 518.441: [GC (Allocation Failure) [PSYoungGen: 2455900K->336726K(2449920K)] 6739236K->4666339K(8042496K), 0.0538298 secs] [Times: user=0.37 sys=0.01, real=0.06 secs] 
2021-01-19T13:46:53.025-0800: 518.790: [GC (Allocation Failure) [PSYoungGen: 2448726K->314379K(2454016K)] 6778339K->4689102K(8046592K), 0.0533638 secs] [Times: user=0.31 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:53.376-0800: 519.141: [GC (Allocation Failure) [PSYoungGen: 2426379K->328895K(2453504K)] 6801102K->4742740K(8046080K), 0.0531329 secs] [Times: user=0.33 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:53.794-0800: 519.559: [GC (Allocation Failure) [PSYoungGen: 2440895K->314855K(2454016K)] 6854740K->4770346K(8046592K), 0.0549985 secs] [Times: user=0.31 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:54.154-0800: 519.919: [GC (Allocation Failure) [PSYoungGen: 2426855K->326782K(2454528K)] 6882346K->4824906K(8047104K), 0.0467988 secs] [Times: user=0.30 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:54.470-0800: 520.235: [GC (Allocation Failure) [PSYoungGen: 2439806K->327208K(2454528K)] 6937930K->4869377K(8047104K), 0.0521282 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:54.796-0800: 520.561: [GC (Allocation Failure) [PSYoungGen: 2440232K->328497K(2454016K)] 6982401K->4913950K(8046592K), 0.0523459 secs] [Times: user=0.38 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:55.134-0800: 520.899: [GC (Allocation Failure) [PSYoungGen: 2441521K->324745K(2454528K)] 7026974K->4951681K(8047104K), 0.0522216 secs] [Times: user=0.38 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:55.448-0800: 521.213: [GC (Allocation Failure) [PSYoungGen: 2437769K->336586K(2449920K)] 7064705K->5000629K(8042496K), 0.0547948 secs] [Times: user=0.35 sys=0.01, real=0.06 secs] 
2021-01-19T13:46:55.797-0800: 521.562: [GC (Allocation Failure) [PSYoungGen: 2446538K->325554K(2452992K)] 7110581K->5039207K(8045568K), 0.0583966 secs] [Times: user=0.32 sys=0.01, real=0.06 secs] 
2021-01-19T13:46:56.143-0800: 521.909: [GC (Allocation Failure) [PSYoungGen: 2435506K->323237K(2455552K)] 7149159K->5083212K(8048128K), 0.0529283 secs] [Times: user=0.37 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:56.483-0800: 522.248: [GC (Allocation Failure) [PSYoungGen: 2437285K->323075K(2454528K)] 7197260K->5125915K(8047104K), 0.0553799 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:56.824-0800: 522.589: [GC (Allocation Failure) [PSYoungGen: 2437123K->314732K(2456064K)] 7239963K->5163344K(8048640K), 0.0531734 secs] [Times: user=0.33 sys=0.01, real=0.05 secs] 
2021-01-19T13:46:57.159-0800: 522.924: [GC (Allocation Failure) [PSYoungGen: 2431852K->328001K(2456576K)] 7280464K->5217046K(8049152K), 0.0523113 secs] [Times: user=0.36 sys=0.01, real=0.06 secs] 
2021-01-19T13:46:57.541-0800: 523.306: [GC (Allocation Failure) [PSYoungGen: 2445121K->322768K(2458112K)] 7334166K->5264062K(8050688K), 0.0900460 secs] [Times: user=0.33 sys=0.01, real=0.09 secs] 
2021-01-19T13:46:57.926-0800: 523.691: [GC (Allocation Failure) [PSYoungGen: 2441424K->315399K(2456576K)] 7382718K->5304537K(8049152K), 0.0544474 secs] [Times: user=0.27 sys=0.00, real=0.06 secs] 
2021-01-19T13:46:58.279-0800: 524.044: [GC (Allocation Failure) [PSYoungGen: 2434055K->314838K(2457600K)] 7423193K->5340674K(8050176K), 0.0552167 secs] [Times: user=0.27 sys=0.01, real=0.06 secs] 
2021-01-19T13:46:58.662-0800: 524.427: [GC (Allocation Failure) [PSYoungGen: 2434006K->320738K(2457600K)] 7459842K->5387324K(8050176K), 0.0605096 secs] [Times: user=0.27 sys=0.01, real=0.06 secs] 
2021-01-19T13:46:59.017-0800: 524.782: [GC (Allocation Failure) [PSYoungGen: 2439906K->313724K(2459136K)] 7506492K->5423510K(8051712K), 0.0541184 secs] [Times: user=0.35 sys=0.01, real=0.06 secs] 
2021-01-19T13:46:59.353-0800: 525.118: [GC (Allocation Failure) [PSYoungGen: 2435964K->306698K(2429440K)] 7545750K->5462908K(8022016K), 0.0536226 secs] [Times: user=0.39 sys=0.00, real=0.05 secs] 
2021-01-19T13:46:59.682-0800: 525.447: [GC (Allocation Failure) [PSYoungGen: 2428938K->313905K(2459136K)] 7585148K->5516661K(8051712K), 0.0664330 secs] [Times: user=0.31 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:00.060-0800: 525.825: [GC (Allocation Failure) [PSYoungGen: 2435121K->324193K(2458112K)] 7637877K->5563662K(8050688K), 0.0589305 secs] [Times: user=0.27 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:00.454-0800: 526.219: [GC (Allocation Failure) [PSYoungGen: 2445409K->311875K(2459136K)] 7684878K->5593242K(8051712K), 0.0633939 secs] [Times: user=0.32 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:00.837-0800: 526.602: [GC (Allocation Failure) [PSYoungGen: 2433603K->317754K(2458624K)] 7714970K->5641781K(8051200K), 0.0655729 secs] [Times: user=0.22 sys=0.00, real=0.07 secs] 
2021-01-19T13:47:01.192-0800: 526.957: [GC (Allocation Failure) [PSYoungGen: 2439482K->329653K(2456576K)] 7763509K->5695366K(8049152K), 0.0547133 secs] [Times: user=0.38 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:01.527-0800: 527.292: [GC (Allocation Failure) [PSYoungGen: 2450869K->324885K(2446336K)] 7816582K->5734586K(8038912K), 0.0569923 secs] [Times: user=0.39 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:01.879-0800: 527.644: [GC (Allocation Failure) [PSYoungGen: 2446101K->331064K(2454016K)] 7855802K->5781131K(8046592K), 0.0593352 secs] [Times: user=0.32 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:02.306-0800: 528.071: [GC (Allocation Failure) [PSYoungGen: 2447160K->339958K(2456064K)] 7897227K->5838432K(8048640K), 0.0545902 secs] [Times: user=0.31 sys=0.00, real=0.06 secs] 
2021-01-19T13:47:02.615-0800: 528.381: [GC (Allocation Failure) [PSYoungGen: 2456054K->312333K(2446848K)] 7954528K->5860258K(8039424K), 0.0464751 secs] [Times: user=0.29 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:02.662-0800: 528.427: [Full GC (Ergonomics) [PSYoungGen: 312333K->0K(2446848K)] [ParOldGen: 5547925K->370625K(5592576K)] 5860258K->370625K(8039424K), [Metaspace: 2589K->2589K(1056768K)], 0.0500807 secs] [Times: user=0.23 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:03.019-0800: 528.784: [GC (Allocation Failure) [PSYoungGen: 2106880K->312277K(2451456K)] 2477505K->682902K(8044032K), 0.0344424 secs] [Times: user=0.18 sys=0.00, real=0.04 secs] 
2021-01-19T13:47:03.331-0800: 529.096: [GC (Allocation Failure) [PSYoungGen: 2419157K->320452K(2454016K)] 2789782K->731600K(8046592K), 0.0397154 secs] [Times: user=0.23 sys=0.00, real=0.04 secs] 
2021-01-19T13:47:03.659-0800: 529.424: [GC (Allocation Failure) [PSYoungGen: 2430404K->331724K(2451968K)] 2841552K->786453K(8044544K), 0.0437622 secs] [Times: user=0.19 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:04.004-0800: 529.769: [GC (Allocation Failure) [PSYoungGen: 2441676K->318470K(2453504K)] 2896405K->816720K(8046080K), 0.0491610 secs] [Times: user=0.19 sys=0.09, real=0.05 secs] 
2021-01-19T13:47:04.343-0800: 530.108: [GC (Allocation Failure) [PSYoungGen: 2427910K->337530K(2447360K)] 2926160K->883080K(8039936K), 0.0627857 secs] [Times: user=0.16 sys=0.11, real=0.06 secs] 
2021-01-19T13:47:04.676-0800: 530.442: [GC (Allocation Failure) [PSYoungGen: 2446970K->334068K(2446848K)] 2992520K->931515K(8039424K), 0.0670952 secs] [Times: user=0.18 sys=0.16, real=0.07 secs] 
2021-01-19T13:47:05.031-0800: 530.796: [GC (Allocation Failure) [PSYoungGen: 2434804K->317693K(2448384K)] 3032251K->969277K(8040960K), 0.0535413 secs] [Times: user=0.16 sys=0.14, real=0.05 secs] 
2021-01-19T13:47:05.360-0800: 531.125: [GC (Allocation Failure) [PSYoungGen: 2418429K->331785K(2448384K)] 3070013K->1019989K(8040960K), 0.0580445 secs] [Times: user=0.17 sys=0.08, real=0.05 secs] 
2021-01-19T13:47:05.696-0800: 531.461: [GC (Allocation Failure) [PSYoungGen: 2433545K->319036K(2448896K)] 3121749K->1054960K(8041472K), 0.0451928 secs] [Times: user=0.23 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:06.061-0800: 531.826: [GC (Allocation Failure) [PSYoungGen: 2420796K->313849K(2450432K)] 3156720K->1092107K(8043008K), 0.0416836 secs] [Times: user=0.23 sys=0.00, real=0.04 secs] 
2021-01-19T13:47:06.376-0800: 532.141: [GC (Allocation Failure) [PSYoungGen: 2418169K->329506K(2449920K)] 3196427K->1150888K(8042496K), 0.0503977 secs] [Times: user=0.26 sys=0.05, real=0.05 secs] 
